target_date,location,count
2025-05-18,AK,0
2025-05-19,AK,0
2025-05-20,AK,0
2025-05-21,AK,0
2025-05-22,AK,0
2025-05-23,AK,0
2025-05-24,AK,0
2025-05-25,AK,0
2025-05-26,AK,0
2025-05-27,AK,0
2025-05-28,AK,0
2025-05-29,AK,0
2025-05-30,AK,0
2025-05-31,AK,0
2025-06-01,AK,0
2025-06-02,AK,0
2025-06-03,AK,0
2025-06-04,AK,0
2025-06-05,AK,0
2025-06-06,AK,0
2025-06-07,AK,0
2025-06-08,AK,0
2025-06-09,AK,0
2025-06-10,AK,0
2025-06-11,AK,0
2025-06-12,AK,0
2025-06-13,AK,0
2025-06-14,AK,0
2025-06-15,AK,0
2025-06-16,AK,0
2025-06-17,AK,0
2025-06-18,AK,0
2025-05-18,AL,0
2025-05-19,AL,0
2025-05-20,AL,0
2025-05-21,AL,0
2025-05-22,AL,0
2025-05-23,AL,0
2025-05-24,AL,0
2025-05-25,AL,0
2025-05-26,AL,0
2025-05-27,AL,0
2025-05-28,AL,0
2025-05-29,AL,0
2025-05-30,AL,0
2025-05-31,AL,0
2025-06-01,AL,0
2025-06-02,AL,0
2025-06-03,AL,0
2025-06-04,AL,0
2025-06-05,AL,0
2025-06-06,AL,0
2025-06-07,AL,0
2025-06-08,AL,0
2025-06-09,AL,0
2025-06-10,AL,0
2025-06-11,AL,0
2025-06-12,AL,0
2025-06-13,AL,0
2025-06-14,AL,0
2025-06-15,AL,0
2025-06-16,AL,0
2025-06-17,AL,0
2025-06-18,AL,0
2025-05-18,AR,0
2025-05-19,AR,0
2025-05-20,AR,0
2025-05-21,AR,0
2025-05-22,AR,0
2025-05-23,AR,0
2025-05-24,AR,0
2025-05-25,AR,0
2025-05-26,AR,0
2025-05-27,AR,0
2025-05-28,AR,0
2025-05-29,AR,0
2025-05-30,AR,0
2025-05-31,AR,0
2025-06-01,AR,0
2025-06-02,AR,0
2025-06-03,AR,0
2025-06-04,AR,0
2025-06-05,AR,0
2025-06-06,AR,0
2025-06-07,AR,0
2025-06-08,AR,0
2025-06-09,AR,0
2025-06-10,AR,0
2025-06-11,AR,0
2025-06-12,AR,0
2025-06-13,AR,0
2025-06-14,AR,0
2025-06-15,AR,0
2025-06-16,AR,0
2025-06-17,AR,0
2025-06-18,AR,0
2025-05-18,AZ,1
2025-05-19,AZ,0
2025-05-20,AZ,0
2025-05-21,AZ,0
2025-05-22,AZ,0
2025-05-23,AZ,0
2025-05-24,AZ,0
2025-05-25,AZ,0
2025-05-26,AZ,0
2025-05-27,AZ,0
2025-05-28,AZ,0
2025-05-29,AZ,0
2025-05-30,AZ,0
2025-05-31,AZ,0
2025-06-01,AZ,0
2025-06-02,AZ,0
2025-06-03,AZ,0
2025-06-04,AZ,0
2025-06-05,AZ,0
2025-06-06,AZ,0
2025-06-07,AZ,0
2025-06-08,AZ,0
2025-06-09,AZ,0
2025-06-10,AZ,0
2025-06-11,AZ,0
2025-06-12,AZ,0
2025-06-13,AZ,0
2025-06-14,AZ,0
2025-06-15,AZ,0
2025-06-16,AZ,0
2025-06-17,AZ,0
2025-06-18,AZ,0
2025-05-18,CA,5
2025-05-19,CA,0
2025-05-20,CA,3
2025-05-21,CA,3
2025-05-22,CA,2
2025-05-23,CA,0
2025-05-24,CA,0
2025-05-25,CA,0
2025-05-26,CA,0
2025-05-27,CA,0
2025-05-28,CA,0
2025-05-29,CA,0
2025-05-30,CA,0
2025-05-31,CA,0
2025-06-01,CA,0
2025-06-02,CA,0
2025-06-03,CA,0
2025-06-04,CA,0
2025-06-05,CA,0
2025-06-06,CA,0
2025-06-07,CA,0
2025-06-08,CA,0
2025-06-09,CA,0
2025-06-10,CA,0
2025-06-11,CA,0
2025-06-12,CA,0
2025-06-13,CA,0
2025-06-14,CA,0
2025-06-15,CA,0
2025-06-16,CA,0
2025-06-17,CA,0
2025-06-18,CA,0
2025-05-18,CO,4
2025-05-19,CO,5
2025-05-20,CO,5
2025-05-21,CO,6
2025-05-22,CO,8
2025-05-23,CO,9
2025-05-24,CO,2
2025-05-25,CO,5
2025-05-26,CO,5
2025-05-27,CO,8
2025-05-28,CO,6
2025-05-29,CO,3
2025-05-30,CO,0
2025-05-31,CO,0
2025-06-01,CO,0
2025-06-02,CO,0
2025-06-03,CO,0
2025-06-04,CO,0
2025-06-05,CO,0
